id,name,minimum_nights
1adf7877-81f5-4d9b-95cb-16b99c83f078,Perfect master bedroom in Brooklyn garden duplex,3
e330d9f6-8657-4258-805e-be146a9458fa,"Spacious bedroom in Greenpoint, Brooklyn",20
a5ef242b-49ed-49db-aaf7-193d468fffd1,20-25 minutes to downtown NYC/30-40 to midtown,30
48cee439-3372-4503-8154-32230248a4ee,Large room in Bushwick Loft!,1
729ba0b4-bac4-400e-8b21-f615f1543596,Stellar Midtown Apt Extended Stay,30
6596c494-586e-4f8c-a4d7-84aea56e1700,Midtown 3 BR Elevator - Best Location,30
362cbe36-69ff-472e-9112-7fa2d27edea3,Brooklyn Duplex in a beautiful brownstone,2
a64ece5c-631a-4d6c-8801-ea5c22175a73,Spacious studio in amazing location,5
532e856e-3b01-4a52-9f73-3c868e588892,"3-Bedroom Apartment, 10 Minutes from Manhattan",30
c9d81ac3-506f-4785-bca8-483fe73a3357,Swimming Pool! 2 Bed 2 bath Amazing Layout!5143,30
312cf371-e818-498c-8403-539b4ab6d50e,Massive Brownstone Close to Express Trains,2
2d4b585e-726e-4fa2-ae48-74efe4348318,Clean & Amazing Semi Private NYC Room by #1 Train,2
95ebc7e2-331b-45c8-8cfe-8451553b0960,Inwood Manhattan everything close!!,3
8c8e64a0-7cfd-4288-99aa-7537e733b4ea,Private Ground Floor Studio Apartment Near JFK/LGA,1
dcf4efde-8160-4219-99a7-b1b16186bf71,Central Park Slope Garden Apartment,4
5378c98c-e799-46bd-9d39-f5b1e3387f59,Cozy & Affordable Room for 2,1
1511659a-e019-4b96-8ac0-db9aafa7bfe6,Breathtaking City Views 3 Bed Apt. in Lincoln Sq!,30
52d9a218-782d-4ce2-8b54-22b0f7ff5a65,Large bedroom in Luxury bldg West Harlem,14
41cc0837-d8bc-4c54-ba42-23a84547a731,Modern furnished 2-Bedroom NYC Apartment!,30
9ec7591e-0997-481f-8f97-5118b53533c1,Modern Studio Apartment in perfect location!,3
88ea4d96-df5f-4fd4-ac0a-8cdab594d1b6,Cozy Private Bedroom and Bathroom in Brooklyn,3
84c2108b-3221-4356-b9e1-f3b4d8bffbea,Bensonhurst Gem,1
204a26e6-4f9b-483a-a232-6448219123ab,An Apartment for Families near by Tom's Restaurant,2
3b1bb283-c201-4d72-a383-f626e6f4ed80,Artist Loft w/ AMAZING views of Manhattan,14
48d66a8b-e4ec-4548-8edf-bdc3949f6131,Hamilton Heights Sunny Bedroom,1
1fc699d3-76f0-4f7b-b89e-012c2958340f,"sunny airy bohemian rm, private bath! hip 'shwick",2
f14a5efe-7373-4637-9c69-1c2c357759a0,Beautifu large studio in the heart  of Manhattan,7
f09feef8-444c-4e2d-9833-8c9f476df046,"COZY KING SIZE BED, NEAR AIRPORTS",2
a92206a2-a7b9-4a1a-83b3-42fd5d8fe145,"HUGE ROOM,PRIVATE BATH FORT GREENE/CLINTON HILL",4
142514b7-1480-40c1-9674-0c6c5066c35f,PRIME WILLIAMSBURG ROOM. ONE STOP FROM MANHATTAN,1
18ab740b-6bfd-4618-b263-7c1a6991e274,"Large private room in Astoria, 20 mins to mid-town",2
81a21ddb-b6e1-4538-b0d5-4b446ffa15b8,Beautiful loft apt. on quiet Bed-Stuy block,3
f72352c7-8978-4766-b07e-b63b3a9e2a87,Sunny room in PRIME Brooklyn!,4
dda48eaa-93bf-4699-8b1b-69a343bc959d,Big bedroom in the heart of Greenpoint,4
a8011288-0f62-406c-b423-cc5cf24b9f18,Cozy studio In Bed Stuy Brooklyn,1
d431cc43-acf2-4b2d-979b-4da931fe8bcb,Cozy room in convenient Midtown West location,2
b584389b-05a2-48d5-8ccb-3028ec13dd9c,Sunny and Spacious Bedroom in the East Village,4
1c5860c2-90a6-4c6c-acf3-31d2c0cf5550,"Madison Ave Palace  - Washer Dryer, Outdoor Deck",30
89a1682c-9d06-49c3-9418-94bab5970c56,2br Apartment w/ Balcony & Free Airport Pickup!,1
328bed4d-6145-42d5-bc42-0f5063f055b8,Spacious Room in HUGE Manhattan flat!,4
ff2f1b4d-db2f-4a06-ac8d-82f65ad6b6fc,Upper Westside  Room w/ Private Bath & View,2
2784c45a-1520-4977-988f-088d052d0288,Location! Location! Location! ... in a cute studio,14
aedaa1f8-66bd-44f0-be9b-20c6165714c9,Private Large Studio-size Room,1
1c121d03-a464-4353-af79-c81135c896b0,"Quaint, sunny, and quiet room overlooking garden.",2
8d08c5a6-2c01-4130-bdfc-d405e0db3e2b,Large 1 Bedroom near Prospect Park,2
dc74be5c-4538-4f4f-9269-40fef995af1d,Cozy minimalist room close to train (1),3
d31ef716-4f91-44d2-ae4e-d9395f2b215c,Pr1vate Room(Queensizebed)$100,1
c7c6373f-ebfb-4756-a76d-4a8a45403303,Lovely bedroom in the heart of Brooklyn,5
298276e3-5e8b-4155-8409-194d7c2f5132,1 bedroom w/PRIVATE full bathroom (BUSHWICK),15
ca70feeb-1344-4bde-a26e-d1e68127c9dc,Amazing Space in the Heart of Williamsburg,10
773118fe-9be2-4f10-87c4-623b576cc19a,2A Lovely one bedroom apartment in Williamsburg,30
36578074-28a0-4774-ba14-04669dfcc055,South-By-Southwest Room,3
025068d9-e1bb-402f-8b30-cbb184170ee4,Big Apartment with Balcony by Central Park,1
4622b6ad-6fe4-4716-b737-fb20ec0e1cbd,Home 4 Medical Professionals- Stuyvesant Heights 1,30
5bb83c9a-b804-4729-925b-9073e5533ece,Immaculate Private Apt Under $10 Uber to JFK*,1
89598eef-b653-45f9-8e0c-dc38c631e3a6,"Modern and Safe Place,Free Wifi",4
03ad5e50-c416-4ded-bfbe-0b4474fd0ed0,"3 BD,2 BTH, Doorman,15 mins to Midtown",2
dba844e4-ec5f-4ebd-809a-3c645e15ef77,Quiet room with loft bed,5
dd701ab3-7e2d-48f7-bc33-8d43cd79f87b,Huge Sunny Private Bedroom in heart of Brooklyn,30
9a3c0d87-8dfd-4f3f-b04d-54dd20a88353,Lovely & bright apartment in center of Park Slope,30
0e411280-49ca-44b5-8d04-72ade4235a47,Bright Room in Bushwick,3
f3f7ae25-0cbd-41ee-abb1-1ec1860a20ad,Midtown East Pied-à-Terre,6
6e139fb3-694c-4f90-b85d-f4d39702ff0e,Sunny Master Bedroom / Harlem,2
d21f1732-30b8-4c5e-8bb2-1d9667d14aaa,Beautiful Designer 1 bedroom Apt Midtown Manhattan,3
9396b875-f4a7-4d76-aafd-200ef97f2823,Ditmas Park Beautiful Spacious Apartment,2
02c8aa9a-32eb-4920-a97e-1ff01b64bea8,Harlem River,2
31623519-a037-4f83-ba40-4f1edbb822b6,Large private bedroom&bath 2 min. away from subway,2
c2d3df6d-5969-482e-b4a4-1edad24c48c2,"Homey, accessible private bedroom",1
7f3e5e05-32a8-4be5-9bd6-67174f375b5e,"1 Bedroom Apartment, Carroll Gardens",10
8bbc6d0c-4099-4a88-a0e5-bbbac047f181,1 Beautiful Private Bedroom In Prime Williamsburg,3
fb7f649a-4237-4283-af59-2d6016939f67,Chris' Cozy Cave!,3
8b8ae4d1-2345-4ca6-a832-5c02a68d2e3d,"Spacious 1BR amazing view, Beach 5 min, airport 20",30
2b114f7a-99bf-4339-bec9-050c71130a34,Large and inviting 3BR apartment,2
ca3bc4f3-6cad-47d5-9df2-d2669a68ff49,Studio Apartment Prospect Heights,3
ca8a53ce-d025-4843-a1e6-e54b2d77ea8a,21St&6Th Ave Prime Doorman 1bed !GYM 5204,30
4538f547-d512-46d7-86d3-ac30f654f5e2,Cool Brooklyn spot,2
2b87a8e6-3eec-415e-9be5-3192ef0593d8,Sunny Room with Queen Bed in Artsy Bushwick,5
504ed356-3610-4157-abe2-8a1e6bd822db,Spacious Bedroom in Gorgeous Renovated Apartment,2
e0e5648b-630d-47f9-9761-fc754b89ccd8,"Park Slope Bklyn, Large 2 BD/2 BTH",30
06840b04-6e4b-48dd-940f-df418aa26eed,Cozy living in midtown close to EVERYTHING,3
80ec3d5f-6fa0-4d90-815d-e16844448c54,"Cozy 4 beds, Free Ferry to Manhattan.",2
37a78cf6-ab9f-48da-8ca0-ebdb72369f2d,Spacious room on the East River!,3
862dc449-e772-4852-9ab8-7e181523802e,"Cozy NY Apt, Central to transport-LIVE as a LOCAL-",2
dfbf28a8-d034-430a-91e0-224d3376a3a3,Renovated brownstone apt w/ private outdoor patio,4
31b9a504-fdb8-45a2-b33a-cac78f3c60d5,Duplex with Private Bathroom by Times Square,1
e147ecb5-77cc-444a-a37b-9f4cdd28f8fb,Spacious 2 bedroom penthouse in Williamsburg,30
1f571c83-f067-413c-94f9-7dcbcf32629d,Sunny Bloomingdale,1
516d8847-638e-4226-bfec-8d194a7f74d0,"Large studio in Williamsburg, 3B",30
48b55f1a-f981-4db4-a389-a55612eb6a74,"private cosy , clean 2  bedroom apt",2
faf2f9da-564d-4da3-80d0-25084e699a71,"Bedroom & living area Upper East Side, 86th Subway",2
fc0e3430-3d55-425e-9c97-5c6da431c2f8,Comfortable Twin Size Bed Near Airport,2
97a02d4a-0af6-425b-953c-80785f4c8fb6,A Small Room With Futon Bed In A House In Brooklyn,1
efbeec3a-ec36-4328-bc23-1880feb18ba7,Soho/Nolita Apartment w/Rooftop Terrace,19
9f0d31c4-62fe-4b96-a44d-776d9d85ac01,"Bright, quiet, super comfy chic in Upper East Side",2
fe88fcd6-9029-4138-b445-986bb72c284e,Private room in astoria for a month!,2
92bbf978-340c-47ea-b6bc-584133782f0c,Spacious Room in the heart of Greenwich Village!,2
6d16d62d-73c3-432c-8e78-bdfe11056d82,Spacious 3BR Duplex Apt + Loft in Gramercy NYC,3
e1dc0383-eb74-4236-86bc-362686bf6d3b,"Charming 2BR  Prime Carroll Gardens/ F,G Train",1
78790362-a82e-438f-b0cd-ea8dfeeb3c42,Bright 1 Bedroom in the heart of the East Village,4
4e9436ea-7913-49b1-b097-5c26c45159dc,Beautiful Furnished 1 BR Apt near Times Square,30
cdcefb4f-99bd-4e55-8113-86b342c7f306,"LowerLevel House NYC,Traveler ShortStay BedRoom",2
2dea2eb9-b4ac-4ac3-9410-57a3bf1714db,"Relaxing, spacious, private room Riverside Drive",30
4934b5ce-edf7-4cf2-bc3d-767b1b4e1e6d,peaceful tree view room in sweet neighborhood,3
fa9aaea2-8553-4727-929a-a7a95108b74b,Amazing Private Bedroom on UES of New York City,4
460a32ed-5fc9-4f9f-8c92-62c40a1c31dd,"Located in heart of SOHO, super convenient!",1
81a2a290-88e5-40b8-83a7-d45d53b24bba,NYC Photographers Loft,3
4c879171-1dd9-4e1a-84e2-6c080d8e583c,Cozy quiet room in Morningside brownstone,3
ed1320f2-5158-445d-a88a-0c01e8036545,Beautiful two bedroom apartment with backyard,30
2c314ba1-f81f-4c51-9f0c-18c2982be06a,Oceanview pull out bed in a SAFE area. No BS fees!,1
6cbb5716-b360-463b-a6bb-b711608d20da,Sid's Victorian Oasis,1
9d5ad23b-5c9d-4a3d-9e9b-96234571dd90,Modern Williamsburg Loft,3
4a91f50b-4a4a-4e0d-ab0a-8106f0171626,private room in SOHO,1
b11dddcd-9243-4e05-b8f2-b6848207b6d2,private room in central SOHO,1
e29f190a-8f84-4a96-ba26-0bbd10cf1743,comfy bed in SOHO,1
2af9f9d8-45cc-4466-bdee-c971bbdb481e,NEW Bright Modern Apt in the heart of DOWNTOWN NYC,2
80dc96dc-874a-4094-b89a-9a5426ea96d1,Cosy Brooklyn Bedroom in Duplex Apt,1
2706874a-fa97-4d00-9c19-911710c6c2ae,"East 63rd street, Studio Serviced Apartment*",30
5dea1bfc-1a68-4ab4-8074-2636f3938874,"Stoner Abode in Bushwick
ADULTS ONLY!",1
dde87fd1-b8d2-4376-b5c6-445e072f5f8e,West Village Apartment near Washington Square Park,1
369efc91-abf4-4e02-88d1-92e1aa24eecb,"Bright, conveniently located room in Bushwick",2
30ad3f63-243b-443f-8c9a-657d537385a6,Classic Bed-Stuy Brownstone Garden Apartment,2
3e039a5e-c9d5-4d15-872e-b3baaa5d32c6,Fantastical Artist's loft in Tribeca,13
538407dc-8754-4c04-974a-a40bc4488bb8,Small Bedroom in Heart of SoHo,3
ecef5afc-bede-4f3c-975d-5fdb0aa7c502,Bedroom in Beautiful Fort Greene Home,4
c8c29005-dd94-47d1-b7a3-651fc8f30dbe,Private Bed/Bath in SOHO Townhouse +Office/Deck!!!,2
b30f4efb-2f35-4ed9-9dd6-ac6d99adc2ee,Modern Private Room-L Train in front of building!,3
eb1d9a3c-4b31-40a4-8b3f-ccab967c8a65,Modern Spacious Private One bedroom Free Parking.,1
9f61dbc2-2969-4071-b640-82c3c3f48fcf,3 BR & Bath Sunny Quiet Entire Floor Brown,3
74742fb1-a5f4-4ee3-b0cf-823d9fef7f22,Artist's Townhouse,4
858a9254-a2ce-48c6-8af6-ca9402a41580,Loft in the heart of Bushwick (jefferson L),2
35ddc96a-b812-4a4f-b416-33ab1d52338c,"East midtown, Steps from the UN +GC",5
8aa966aa-f96b-4664-a055-e65c98b7344e,"Cozy Quiet/NYC, Brooklyn apt next to subway!!",3
f51709ae-06c3-4537-beff-bcb199953842,Jackson Heights 2 bedrooms housing,2
59ed96ca-ae9d-4569-aacd-bd55c25c4033,Unique Creative Artist Space in Brooklyn,1
d0eae8ea-1890-4ce2-bec8-a8219888a85a,Sunny Upper East Side Escape,4
4cfc2949-e384-41a5-9cfa-63981c940517,"Large studio in Williamsburg, 4B",30
18d9c6b2-676a-4695-bf79-46f41b8d31b4,Beautiful Alcove Studio in West Midtown,3
cf8eb0d0-c5e4-445b-9162-90950a00a9b9,"Sunny, Beautiful 2BR in Park Slope South",2
bbc85353-b0f1-4b0c-8094-b3fc2693e57e,Clean bright comfy 1BR east Harlem,29
d3e6b520-4b50-484e-9b9a-ba892801dba7,Gorgeous Sunlit One Bedroom - Uptown Manhattan,2
fefbfdb0-eb0a-4b02-a3ff-de5e3b0c8946,Eclectic Prime Williamsburg Space,3
53f74625-f33c-4fd3-882c-19734d640aac,Charming 1BR with sun-nook in Brooklyn,3
6a0a7e35-c932-4155-93d1-f161b586dfc5,Master bedroom with king size bed and private bath,3
05133d83-e210-4e1b-a81e-2a055cb1aa15,"1 Bedroom apartment in Woodside, NY",2
eb02a80b-250a-4466-b010-d36c394a929b,Apartment in Center of East Village,2
b6214101-b82b-427d-9839-7202d2b93949,Small room in great neighborhood,25
138de9a9-af09-452e-99dc-b04b95b14f11,Luxury New York City Westside Suite,1
2e091a2a-3eff-41ea-bcd6-4efb5253922f,Penthouse Private Room w/Amazing Views,10
6460b61b-0fca-458e-b808-1f3ded0ce484,纽约之家(SunnyHome3),1
cd6c90a7-bf95-4c70-9b31-3254b31aa7bf,Brand New Luxury Apartment with Breathtaking Views,4
c4f7eb11-4787-4964-ad40-7d4d71e33d58,Cozy nook in the Brook(lyn),1
5764b3e9-4728-4e25-80c8-e1136b42a579,BEST AREA IN CHELSEA. MODERN. COMPACT. HIGH LINE!!,1
91bc2e49-e201-4047-bad6-694b332f8e72,West Harlem Cosy and Spacious Room,5
56e59f57-a6c9-4f57-8995-1d581faa08f7,"Ultramodern Luxury 1 BR w/ Terrace, Crown Heights",7
88bcd9ed-d155-48fa-be55-4e433cd9ce79,Shared 1br in Flushing for cheap,1
6d3756f4-497c-42d5-95c5-faa523cf0025,Cozy Bed Stuy Two Room Studio,2
21cbe5f6-aed1-4e9a-acb7-107e92c3432b,Private Bedroom with Amazing Skyline View,1
b037c1e2-1dbe-47f4-8e8e-72cc0c6f1572,NYC Studio Apt right by Central Park!!,30
dbdcf939-5a31-4c67-b8f0-e90896efeb11,Cozy Bed Stuy Getaway,2
7069b9de-bbeb-4667-babe-8585c329a79d,Entire studio in Williamsburg,30
c0abf817-a6a2-4725-ab4c-64e80dba7a29,Modern Apartment on the UES,1
f2e47ca9-2855-44c0-9d5f-8de004eef5c0,"1 bdrm in Park Slope , Bklyn.",1
2197e988-076e-4465-9763-932003580d3a,Crown Heights 1 BR w/ Style,2
64024aac-61d1-4b9f-90ec-87d827c89766,Private Room in the Heart of SoHo,2
ab9f5f8e-1023-4697-b40f-3fdf25b61b91,Spacious Artist's Apartment,2
2840b840-4bbb-4c2b-bf8c-18ea8c37b374,An Urban Oasis in the Heart of Downtown Brooklyn,2
6b0c8a09-3d67-4f86-8ec2-75f48492a682,Light Filled Chinatown Apartment,1
66000551-c2ca-47a6-8381-819b494a2888,"Cute, central East Village apt",2
eedc78a4-dbf3-4876-ae06-f6e04640da83,Lovely 1 BR in Prime Location on E 26 & 3 - NYC,30
b6c66743-7896-4602-b8e6-36a089553741,Nice bedroom by Riverside & Columbia University,2
287716b9-74e6-477d-a91b-3871c5a67032,Harlem Comfort and Style,3
8b7db284-89a3-4018-8fce-2559c25b1e14,"Large, beautiful room near Bushwick",5
d7ddd4fc-87e7-498b-9edc-014c90cbf1f9,Country Manhattan Private Bedroom Suite,5
4ae4def9-4286-4b8b-975d-1ade863ac7f1,Sid's Victorian Peaceful Haven,1
66d174dc-8b94-4535-8e61-a8c03a6645d1,Cozy and close to Manhattan,3
d262c5b8-0100-4a50-99fc-4e7d31cdc922,FAIRY COTTAGE,2
9ae1aae5-c907-4ded-87d2-4d309d0dd04d,Huge Brownstone! Private Room! Clean! City in 15!,3
255ae034-0cc9-44c1-b67b-f7ef6606f978,"Midtown East Studio Apt ~ Private, Cozy & Bright",2
eb89ed0f-e009-4703-a2ad-55c0650c6a12,Upscale Furnished Studio near Union Square!!,30
c308a670-03e9-443b-8714-a483c811fa0d,"BEACH BLOCK IN ♡ OF ROCKAWAY, NYC",3
a9b19ddc-d1cd-4e0e-9a50-799e55e87703,Brooklyn Vibe,5
7a780f4e-b556-43be-9c39-3fad307b6f24,Cozy Space w/ Separate Entrance,1
9ab81ab0-3181-4d84-9ee4-e389d45fefec,"Doorman, modern apart. on Broadway (Central Park)",3
800d7cfa-a4a8-470b-8659-65d1b49ece68,2 bed/2 bath floor - unique West Village townhouse,2
942bf26f-b37f-451b-a10f-c0617ea4bffa,1 Bedroom in Upper East Side,100
74cfe4ff-5655-4a4b-8101-04eee81c4726,Modern luxury apartment in downtown Manhattan,3
1dd7a9a2-cb57-43c6-a095-09f0f2c850ad,"Beautiful basement apt in Forest Hills, Queens",1
c0696115-43ae-403f-85ed-7a3faea00c22,Modern 1BR Apt in the Heart Of NYC,7
bbcc8703-d973-4d5e-8c23-d386e5d4e26f,Beautiful Park Slope apartment in great location!,31
f58fb06c-c5f4-4e65-957b-efc7c53e9d0f,Spacious Living in Ditmas Park,3
60880a82-a490-4fa8-af01-e03e412ab6c2,"1BR on own floor, by park & subway",1
f1997c3d-2612-4cfe-a32d-ccdfe25a8ad5,Serene & Clean Cuartito with Garden View,1
53fef72f-62ca-4ea6-beff-84aa03d61171,Brooklyn Gem: Stylish & Family Friendly,2
d840cb0e-0f2f-4a7e-a4f0-e260762578d5,Crown Heights and Cozy Self-Catering,3
bb267f53-db0a-4aef-a738-2de166cb99f3,"Spacious Private Bedroom, 10 min to Central Park",2
841f20b5-32ee-412a-8bdd-7ec0f214a2fd,Duplex apartment in the heart of Brooklyn,3
10c265cd-b215-4d20-964c-8b4805795726,Studio In Williamsburg w/ Amazing View Waterfront,2
19bebba2-9269-432c-9cff-1cbc56fe1418,Spacious 3 Bedroom Apartment Near Prospect Park,14
82c1d9b9-e613-4b43-9743-3442584baf57,Bright Cozy Apartment next to Prospect Park,2
0136b3ea-8df0-425d-a979-5c210cec2b9f,Voted “Best of Williamsburg” / 1000 sqft Loft,2
ae122131-ac07-4393-a7b7-8b9dc03f7096,"RENOVATED 2-Bedroom, Near subway, comfy & cosy!",30
685aa0fe-8a1d-4de4-931a-eb06aac15fc7,"Kingsbridge Heights, The Bronx, NY.",2
187a52ca-e9f5-456c-8700-1134772c8c94,Beautiful Sunny Small Room,1
8eaf9d23-c8d2-4b6b-af36-8505d56dfb8e,Sid's Victorian Quiet Hideaway,1
2fbc1d46-dd33-4384-be69-e24cab237ae4,Cozy Room Right Next to Central Park,1
51f15b70-b5e7-4566-840e-9ed1b43134de,DUMBO couch with A/C near the Brooklyn Bridge,2
cdca30ff-e4c1-44c6-91d7-17e0547f185e,Beautiful room with all Amenities and gym,2
4fed43cd-da82-4715-86c5-7218d2ed0523,Big Room in Manhattan Apt,5
70b905c9-6359-40c4-93e6-9f13166c84f4,1 BR in Williamsburg by Bedford Ave Station,2
cb4b73db-0c55-43e1-8db3-e8154be662df,Luxury Studio Apt Overlooking the Hudson River,30
760406d2-23a6-4c88-bda6-e67a1bd69349,Sunny 1 Bedroom in Harlem,3
48dde980-abc3-42d7-9869-59f8ebe03e36,Cozy walk-up in The Upper East Side,1
9ca55571-b3c9-4bc7-9849-a76380f94e50,Quaint Studio. 20 mins to City,2
b129ffd7-459a-480f-b95f-25d5a9f2562e,Comfortable Bedroom near train.,3
6725317f-b00d-4f9e-83aa-a3f9259b5178,Apt with Modern Lights Available,3
5c86cd65-b317-482f-bf54-243f70d64a24,Entire 1bdr Manhattan NY,3
82d30a74-d75c-4a51-a85e-6716c1a7994b,"Sunny Art Loft in Bushwick, Brooklyn + 1 Cute Cat",1
a37f4acb-6f29-480f-9a8a-a1b6fc6537aa,Bronx Retreat in Contemporary Apt,2
8d711e87-ef15-436a-acf5-31791eff9841,"Furnished Room, with spacious backyard",2
826988e2-bfee-4c0a-9804-82b7d57c5814,**East Side NYC 1 Bedroom Apt**,30
db18fca7-8df5-4bec-ab64-e1bc3f7d0f4e,A Real NYC Experience,2
d7263937-5e6f-4685-8c08-0c03e8d78b4b,5 Star Apt / Location Full of Character,10
9ecb4221-c275-40bb-8448-4eea641657af,"Bright, clean and peaceful apt in Hell's Kitchen",5
4d860b04-1a65-44df-a6af-a23b366c8f68,"The best deal, really close to Times Square",1
fdb6ad27-8357-4cc0-bed7-00cc57e152b0,Luxury Apartment one block from Central Park,1
7670d86b-57ed-4ecd-b038-ed688b67eb73,Bedroom in beautiful apt near Central Park,7
c9d02610-42d8-4874-b32b-527d5a025350,Private natural light oasis with Super Host!!,1
e315036b-d1cc-4208-8402-dd877fe5d9d8,"Eclectic, relaxing yet steps away from the action",3
bc16c7b2-d328-49d4-82a5-0bdc6a6a4817,Upper East Side 1 Bedroom Near MSK,30
0bf8a5eb-3684-4297-9294-a1e1ad2dd8c5,Huge Bedroom with Private Shower and Bathroom,1
2434ae7a-9f8a-4048-ba50-2c9a0238215a,Cozy Modern Townhouse Studio Williamsburg BK,3
2bf5768c-b455-4795-a228-5f811311a46f,2 Bedroom in Convenient Upper East Apartment,2
85561581-280e-44e0-bb1d-530bae2ba4d1,Spacious studio with private garden in Brooklyn,4
808515b0-d06f-4dda-aa9b-11c8ffeab127,86th st express train/Private Patio/Clean One Bed,1
11d95bb2-4765-4545-b353-be77345f51e8,Bright cozy room with balcony near Prospect Park.,2
04006cf7-d0c8-410c-b379-1f7a792d0906,Room in South Harlem near Central Park,3
186db90d-59b3-44b9-9d13-1dfe07f0fe2e,brooklyn comfy safe near all,2
00d6bade-35d7-400b-80c8-92ba8cfe5604,Room in two bedroom apartment,1
cd6ff33d-057b-4cf5-b61e-d588d6e2d7ad,Stay in a beautiful apartment&experience Harlem!,2
bdf67d5e-d6fd-44b7-b753-6e1f34be135e,Large 1 bedroom to yourself. 1 block from subway,5
d557e006-3acd-419d-a342-3d15187f0fa9,"Master Bedroom,lots of natural and light furnished",1
b45e7ad5-8aa4-41dc-960a-5c8025757a46,Luxurious Studio by Central Park - Newly Renovated,2
de865ff4-aec6-444e-90a8-c9df99d06b68,Seaview Studio in  Brooklyn New york.,2
b4581756-8f98-4b29-9fbd-69cf6960d081,Spacious Comtemporary 3BR Apartment,2
b8417167-0946-4d56-9693-24a8fa6e4e42,"Warwick & Bethel stays at ""The Brooklyn Mansion""",3
c6b15204-4b49-4b1d-a896-03f998ae9ab6,Gorgeous room in Historic Harlem street,2
e9c4cb60-36db-4d48-afa5-9fef3702617b,Peaceful cove in Williamsburg!,3
66b0603f-b28a-4897-a126-a6a269821a30,Gorgeous brand new apartment in Bushwick,5
8d76c413-fa19-424d-99e3-d512dce8830e,Charming Harlem Townhouse Minutes from Midtown,7
a88b4771-e6bd-4f48-a506-5a5d5dc6f355,"West Harlem, great location, new building!",2
4f09acda-c688-4f3a-b828-edadb96cea24,Cozy apt. Heart of Williamsburg NYC,2
48ebeecf-a781-4cf7-879d-1136066496a5,Brite/spacious 4bedroom/2bath next to Central Park,30
b571d94f-4b9d-44cb-92ce-5b90aae221a8,Simple Spacious Apartment,5
a8cafdb3-d3e7-4e2e-baba-22466e72c382,"Cozy 1 bedroom in the Upper East Side, NYC",4
d21521d8-e1ce-483f-88f5-dfe56a2357b9,Nice Private room in quiet 2 level Brownstone!,3
5ce63da8-a9f7-45f5-aabb-bbedfa34cb9e,Peaceful room in Artsy W'burg 3br,1
7bd5aafc-5b36-426d-a857-3f74fd2251f4,Newly renovated 1-bm apt with a wooden deck.,4
e152fd19-66b3-4015-b02b-ddd0fb575ce6,Comfy Private Bedroom-JFK (8 mins),2
78324516-ffdd-487a-8e95-40f8bcf1992f,127 St & Convent Av NYC ABCD RM 3,2
c4757262-9827-4fc7-a1b2-e7f33f99a76a,"Manhattan, Times square 5* mins to Central park",3
440edee2-a2f8-48bb-b423-4650ff726671,Cozy 3rd floor room at Brooklyn&Breakfast,1
58c48d05-31a8-4543-a30a-7673cc464ebb,Musa Property,2
8113b6fb-f50f-428d-8421-de5c225c034b,"Beautiful, high-ceiling Gramercy one-bedroom",1
2d2cdeb9-398b-423b-aad4-0738534ba2af,Convenient Modern 1 Bedroom Apt. Upper East Side,1
498e7a92-3ae0-44cf-bda1-de944dfa1581,East Harlem: Spacious 3BR,3
6b7be68e-be1f-4e43-91b3-cd76e7e4d85b,Cheap $45/night@15 minuets to Mahattaton,3
d371d8ad-a079-4040-9773-b67351c35a67,Brownstone Apartment on Tree Lined Street,3
9f1701a8-10d3-45ef-9d33-eb273552992d,Prívate Cozy Room,1
a4dc2579-621b-4a19-872c-d9c8124aee4f,Dominiques NYC 4Bedrm crashpad**Stay here**metro,2
2e26cd56-5532-4e32-9e82-173ed029d47d,Doorman Huge Studio Laundry 5167,30
14e18b3e-0061-4fb5-86b1-f9bb459b4a23,Cozy private room near the Bronx Zoo,4
c823d3d1-5457-4e96-b7e4-94253d101f7e,Large Victorian in Brooklyn - Downstairs 2 Beds,1
057654d9-82ce-405a-9afb-1020255578c7,Lovely Guestroom in Elevator Building,2
a65d4a94-d4db-4019-8dac-34566fbe2cbc,Cozy Convenience in Bushwick,1
560958b9-deea-4422-9243-80da77b58144,@BrooklynWhisky's: Birdsnest-Guest Room,1
6a6e83b8-fbfa-4ccb-815d-72d99c19a3f2,Large Victorian in Brooklyn - Downstairs 1 Bed,1
cdd08498-cd22-4969-b8e5-9e4a9b00fd61,Best Upper East Side Studio,30
440cdade-7a1a-47b5-999a-2022652b28d0,Cozy convenient Williamsburg bedrm!,3
d67cb7ff-adec-424b-92da-2e0662ba22af,Sunny and quiet Chinatown gem,2
0a55092a-c319-4f41-b49c-c5553e86ad94,Cozy Room near Casino and Metro,1
fce9620a-93c2-4f9d-96cb-aac8a374cd7c,Modern & sunny 2BR Apt - 25 min to Manhattan,4
ba0e4aec-fec4-4032-bb90-be9b6ffea8de,Huge private bedroom in the heart of Times Square,1
4be21457-92fd-4bd9-9799-a7e68ef7d2ed,1 Bedroom 1 Bathroom with Ralph Lauren City Vibe,2
067dba4f-baee-45fb-bacc-aecdbfc0245f,"Renting a bedroom, 1 week minimum",7
bf2833a9-7c49-4471-98d0-620e3e6ee18b,Crown Heights 1-Bedroom Near Parks and Museum,1
4650f26a-52cc-48ba-a5b3-4580651c06f3,Peaceful Room in Dumbo Art Loft Too,2
66ae213d-2161-4d71-8025-5f9a5aa7575b,★1 BR DELUXE★ Near Grand Central Station -Midtown,2
